date,start,high,low,end,end_5,end_20,end_60,end_120,amount,amount_5,amount_20,amount_60,amount_120
2000-01-01,26329,29951,24696,29951,28033,30260,34571,39036,172340,93244,97037,88916,99205
2000-01-02,26329,29951,24696,29951,28033,30260,34571,39036,172340,93244,97037,88916,99205
2000-01-03,26329,29951,24696,29951,28033,30260,34571,39036,172340,93244,97037,88916,99205
2000-01-04,28064,28880,26533,27247,27910,30020,34415,38913,80930,94802,98412,89226,98553
2000-01-05,28370,29594,27247,27553,27931,29658,34271,38772,109840,105560,98695,89909,98198
2000-01-06,28574,28880,25920,25920,27400,29321,34093,38633,62480,103670,98572,90383,96913
2000-01-07,26533,27298,26125,26482,27431,29089,33927,38489,42650,93648,96583,90529,96441
2000-01-08,26533,27298,26125,26482,27431,29089,33927,38489,42650,93648,96583,90529,96441
2000-01-09,26533,27298,26125,26482,27431,29089,33927,38489,42650,93648,96583,90529,96441
2000-01-10,26023,27247,26023,26278,26696,28933,33742,38342,46850,68550,92813,90482,95483
2000-01-11,25818,26686,25665,25920,26431,28949,33556,38204,78200,68004,93302,90900,94095
2000-01-12,26329,28370,26125,26533,26227,28939,33409,38062,135520,73140,91102,92283,87617
2000-01-13,27043,27298,24594,24594,25961,28632,33211,37860,68230,74290,87432,91852,84646
2000-01-14,26023,26839,25002,25818,25829,28293,33044,37685,142450,94250,87857,93806,84349
2000-01-15,26023,26839,25002,25818,25829,28293,33044,37685,142450,94250,87857,93806,84349
2000-01-16,26023,26839,25002,25818,25829,28293,33044,37685,142450,94250,87857,93806,84349
2000-01-17,26533,26533,25104,25410,25655,27859,32864,37540,80380,100956,84724,94699,83577
2000-01-18,26227,27247,25410,26125,25696,27533,32701,37392,263300,137976,91407,98682,83986
2000-01-19,26431,26431,24492,24492,25288,27130,32506,37206,106720,132216,93684,99822,83446
2000-01-20,23675,24492,21634,23675,25104,26732,32291,36999,76730,133916,94965,100415,82201
2000-01-21,23165,23931,22094,23267,24594,26377,32042,36799,92050,123836,96000,100861,82339
2000-01-22,23165,23931,22094,23267,24594,26377,32042,36799,92050,123836,96000,100861,82339
2000-01-23,23165,23931,22094,23267,24594,26377,32042,36799,92050,123836,96000,100861,82339
2000-01-24,23267,23982,22859,23420,24196,26145,31827,36624,60890,119938,95672,100935,81750
2000-01-25,23420,23420,22043,22043,23379,25854,31577,36441,53840,78046,94707,101202,81648
2000-01-26,22349,22859,21941,22298,22941,25596,31326,36267,80070,72716,95908,101987,81941
2000-01-27,21532,23982,21532,23675,22941,25352,31111,36108,150660,87502,99845,103920,82351
2000-01-28,24084,26533,23777,26533,23594,25362,30941,35964,322300,133552,111322,105521,84520
2000-01-29,24084,26533,23777,26533,23594,25362,30941,35964,322300,133552,111322,105521,84520
2000-01-30,24084,26533,23777,26533,23594,25362,30941,35964,322300,133552,111322,105521,84520
2000-01-31,26431,26431,25206,26074,24124,25168,30762,35812,81430,137660,106776,104890,84904
2000-02-01,26074,27094,26023,26227,24961,25117,30585,35664,125520,151996,109006,104700,85631
2000-02-02,26227,27043,25614,26941,25890,25086,30420,35530,99590,155900,108493,104352,86214
2000-02-03,27043,27757,26380,26635,26482,25122,30255,35397,120470,149862,111393,104921,86911
2000-02-04,27043,27757,26380,26635,26482,25122,30255,35397,120470,149862,111393,104921,86911
2000-02-05,27043,27757,26380,26635,26482,25122,30255,35397,120470,149862,111393,104921,86911
2000-02-06,27043,27757,26380,26635,26482,25122,30255,35397,120470,149862,111393,104921,86911
2000-02-07,26635,27247,25920,26431,26461,25119,30082,35260,105700,106542,114545,105457,87510
2000-02-08,26482,26635,25716,26227,26492,25117,29873,35125,96620,109580,117034,105099,88032
2000-02-09,26482,26482,25206,25410,26329,25091,29673,34983,79600,100396,117104,104547,88466
2000-02-10,25104,25104,23982,24492,25839,24989,29375,34838,73040,95086,113980,103141,88716
2000-02-11,23573,24492,23267,23982,25308,24959,29086,34688,84280,87848,114782,98447,88958
2000-02-12,23573,24492,23267,23982,25308,24959,29086,34688,84280,87848,114782,98447,88958
2000-02-13,23573,24492,23267,23982,25308,24959,29086,34688,84280,87848,114782,98447,88958
2000-02-14,22859,24492,22094,23471,24716,24841,28831,34539,45450,75798,109932,98573,89162
2000-02-15,23369,24747,22961,23675,24206,24755,28630,34395,69620,70398,109394,98662,89535
2000-02-16,23471,25002,23165,24900,24104,24693,28439,34254,67170,67912,99588,98262,89861
2000-02-17,25002,25920,24288,24492,24104,24693,28252,34106,45460,62396,96525,98587,89982
2000-02-18,23675,26329,23471,25920,24492,24806,28047,33973,81120,61764,96744,96342,90294
2000-02-19,23675,26329,23471,25920,24492,24806,28047,33973,81120,61764,96744,96342,90294
2000-02-20,23675,26329,23471,25920,24492,24806,28047,33973,81120,61764,96744,96342,90294
2000-02-21,25308,25308,24084,24288,24655,24857,27771,33813,36040,59882,93944,93226,90082
2000-02-22,24492,24951,23828,24798,24880,24926,27528,33657,48850,55728,93342,92145,90207
2000-02-23,25614,28472,25002,26635,25227,25155,27359,33515,263560,95006,103828,95757,92039
2000-02-24,26329,30615,26329,30615,26451,25571,27300,33401,686650,223244,134157,106067,97503
2000-02-25,30105,32503,29900,30207,27308,25898,27262,33289,565790,320178,154913,114757,101674
2000-02-26,30105,32503,29900,30207,27308,25898,27262,33289,565790,320178,154913,114757,101674
2000-02-27,30105,32503,29900,30207,27308,25898,27262,33289,565790,320178,154913,114757,101674
2000-02-28,29594,29594,27859,28574,28166,26000,27228,33151,230800,359130,150338,117780,102457
2000-02-29,28574,31533,28064,30615,29329,26227,27218,33012,287210,406802,160627,121480,103027
2000-03-01,28574,31533,28064,30615,29329,26227,27218,33012,287210,406802,160627,121480,103027
2000-03-02,30105,32860,30105,31329,30268,26482,27206,32871,305150,415120,169609,125675,104670
2000-03-03,31737,31737,28472,28472,29839,26558,27101,32723,203820,318554,174820,127336,105069
2000-03-04,31737,31737,28472,28472,29839,26558,27101,32723,203820,318554,174820,127336,105069
2000-03-05,31737,31737,28472,28472,29839,26558,27101,32723,203820,318554,174820,127336,105069
2000-03-06,29084,30105,27451,28472,29492,26650,27031,32592,187920,242980,178193,129386,105897
2000-03-07,29084,31482,28982,29696,29717,26813,27007,32470,237130,244246,184764,131964,107207
2000-03-08,28574,29594,28268,28574,29309,26931,26994,32330,149760,216756,187421,132423,107908
2000-03-09,29084,31023,28064,28064,28655,27063,27035,32197,245940,204914,195738,135381,109674
2000-03-10,31125,32248,29492,32248,29411,27451,27126,32092,391610,242472,211667,138916,112712
2000-03-11,31125,32248,29492,32248,29411,27451,27126,32092,391610,242472,211667,138916,112712
2000-03-12,31125,32248,29492,32248,29411,27451,27126,32092,391610,242472,211667,138916,112712
2000-03-13,35207,37044,33982,34901,30696,27997,27196,32014,701650,345218,242535,148250,118381
2000-03-14,34544,34544,31482,31635,31084,28405,27180,31920,255090,348810,253017,150269,120330
2000-03-15,31635,31635,28982,30615,31492,28752,27122,31827,206480,360154,259860,151326,121789
2000-03-16,29696,31431,27859,28676,31615,28941,27056,31721,139860,338938,263495,151496,122604
2000-03-17,28880,29594,27349,27655,30696,29099,26974,31594,124670,285550,267455,152554,121913
2000-03-18,28880,29594,27349,27655,30696,29099,26974,31594,124670,285550,267455,152554,121913
2000-03-19,28880,29594,27349,27655,30696,29099,26974,31594,124670,285550,267455,152554,121913
2000-03-20,28370,29084,27349,28523,29421,29229,26922,31462,133820,171984,270090,153933,122221
2000-03-21,27655,28472,26584,26737,28441,29352,26862,31340,113190,143604,273948,154630,122493
2000-03-22,26737,28217,26737,27349,27788,29479,26850,31209,96520,121612,276331,155115,121331
2000-03-23,27145,28064,26533,27655,27584,29530,26847,31088,99650,113570,268136,155557,121876
2000-03-24,28064,30309,27247,28676,27788,29434,26867,30975,182850,125206,242946,157670,122893
2000-03-25,28064,30309,27247,28676,27788,29434,26867,30975,182850,125206,242946,157670,122893
2000-03-26,28064,30309,27247,28676,27788,29434,26867,30975,182850,125206,242946,157670,122893
2000-03-27,29594,29594,28268,28931,27870,29370,26873,30872,96800,117802,219496,158085,122907
2000-03-28,28574,30105,28574,29594,28441,29421,26927,30784,119710,119106,213942,158534,123017
2000-03-29,28625,29594,28217,28370,28645,29309,26901,30736,81740,116150,203668,157024,122970
2000-03-30,27655,28727,27349,28574,28829,29171,26923,30669,78470,111914,192334,156983,123104
2000-03-31,27553,29186,27553,29084,28911,29201,26949,30610,72450,89834,185766,156360,123134
2000-04-01,27553,29186,27553,29084,28911,29201,26949,30610,72450,89834,185766,156360,123134
2000-04-02,27553,29186,27553,29084,28911,29201,26949,30610,72450,89834,185766,156360,123134
2000-04-03,29594,29594,27655,27655,28655,29161,26978,30535,62720,83018,179506,156364,123373
2000-04-04,28064,28472,27247,28268,28390,29089,27007,30467,45750,68226,169937,156415,123472
2000-04-05,28064,28472,27247,28268,28390,29089,27007,30467,45750,68226,169937,156415,123472
2000-04-06,27298,28064,26686,26941,28104,29007,27018,30380,39600,59798,164429,156294,123388
2000-04-07,26941,27247,26227,26635,27717,28936,27030,30293,98360,63776,157050,156630,123765
2000-04-08,26941,27247,26227,26635,27717,28936,27030,30293,98360,63776,157050,156630,123765
2000-04-09,26941,27247,26227,26635,27717,28936,27030,30293,98360,63776,157050,156630,123765
2000-04-10,26737,27961,26023,27502,27400,28699,27046,30228,111860,71658,143062,156236,124259
2000-04-11,27553,28931,27145,27706,27410,28339,27098,30154,100500,79214,113005,156774,124313
2000-04-12,27757,28064,27349,27655,27288,28140,27129,30086,69560,83976,103728,155559,124683
2000-04-13,27757,28064,27349,27655,27288,28140,27129,30086,69560,83976,103728,155559,124683
2000-04-14,26635,28064,26635,28064,27512,28013,27173,30019,71060,90268,96957,155404,125051
2000-04-15,26635,28064,26635,28064,27512,28013,27173,30019,71060,90268,96957,155404,125051
2000-04-16,26635,28064,26635,28064,27512,28013,27173,30019,71060,90268,96957,155404,125051
2000-04-17,26023,26533,23880,25002,27186,27829,27154,29928,99680,90532,94948,152677,125679
2000-04-18,26584,26941,25002,25716,26829,27732,27175,29841,123090,92778,94869,152950,126386
2000-04-19,26431,27961,25716,27553,26798,27683,27239,29765,137890,100256,95073,153969,127192
2000-04-20,27961,28574,26941,28574,26982,27775,27328,29685,151250,116594,96976,154956,127908
2000-04-21,28676,29900,28268,28727,27114,27844,27416,29622,156960,133774,99998,156557,128746
2000-04-22,28676,29900,28268,28727,27114,27844,27416,29622,156960,133774,99998,156557,128746
2000-04-23,28676,29900,28268,28727,27114,27844,27416,29622,156960,133774,99998,156557,128746
2000-04-24,29084,29084,27706,28370,27788,27880,27522,29550,60420,125922,98036,156666,128934
2000-04-25,27859,28523,27604,27655,28176,27829,27611,29469,30840,107472,90436,155846,128917
2000-04-26,28115,29084,27349,27655,28196,27765,27677,29394,153200,110534,93256,155888,129904
2000-04-27,27655,28064,26023,27043,27890,27637,27686,29313,154190,111122,94980,153086,129304
2000-04-28,27043,27757,26686,27145,27574,27576,27704,29233,162730,112276,99029,154441,129666
2000-04-29,27043,27757,26686,27145,27574,27576,27704,29233,162730,112276,99029,154441,129666
2000-04-30,27043,27757,26686,27145,27574,27576,27704,29233,162730,112276,99029,154441,129666
2000-05-01,27043,27757,26686,27145,27574,27576,27704,29233,162730,112276,99029,154441,129666
2000-05-02,27451,27451,25972,26431,27186,27469,27707,29146,265910,153374,108401,156781,130740
2000-05-03,26329,26431,25308,25512,26757,27291,27683,29052,128200,172846,111189,157258,130805
2000-05-04,25002,26227,24900,25563,26339,27186,27666,28960,187390,179684,117422,158373,131647
2000-05-05,25002,26227,24900,25563,26339,27186,27666,28960,187390,179684,117422,158373,131647
2000-05-06,25002,26227,24900,25563,26339,27186,27666,28960,187390,179684,117422,158373,131647
2000-05-07,25002,26227,24900,25563,26339,27186,27666,28960,187390,179684,117422,158373,131647
2000-05-08,25614,26125,25512,25563,26043,27051,27651,28866,96560,168158,119963,158221,131839
2000-05-09,25512,26533,25002,26176,25849,27012,27650,28762,176290,170870,126797,159549,132324
2000-05-10,25716,26329,25410,26023,25767,26982,27660,28666,87290,135146,126244,159677,132112
2000-05-11,25716,26329,25410,26023,25767,26982,27660,28666,87290,135146,126244,159677,132112
2000-05-12,25716,25716,24186,24492,25563,26831,27660,28518,105860,130678,125944,160224,131683
2000-05-13,25716,25716,24186,24492,25563,26831,27660,28518,105860,130678,125944,160224,131683
2000-05-14,25716,25716,24186,24492,25563,26831,27660,28518,105860,130678,125944,160224,131683
2000-05-15,23624,23982,21941,23675,25186,26630,27655,28371,91320,111464,125485,160341,129394
2000-05-16,23573,24339,22961,23675,24808,26431,27659,28245,43270,100806,124170,160305,129439
2000-05-17,23982,24186,20512,21430,23859,26099,27621,28126,96690,84886,125452,160756,129709
2000-05-18,18879,21328,18267,20206,22696,25859,27543,27991,236670,114762,132301,163581,130922
2000-05-19,19185,21328,18879,21226,22043,25635,27489,27870,148620,123314,133578,165301,131944
2000-05-20,19185,21328,18879,21226,22043,25635,27489,27870,148620,123314,133578,165301,131944
2000-05-21,19185,21328,18879,21226,22043,25635,27489,27870,148620,123314,133578,165301,131944
2000-05-22,20512,20716,19287,19287,21165,25221,27378,27712,64620,117974,129914,165026,130684
2000-05-23,17501,20206,17501,19900,20410,24788,27305,27538,74410,124202,126072,165665,129445
2000-05-24,19593,20410,19083,20410,20206,24372,27232,27380,75860,120036,122017,166115,129130
2000-05-25,20920,22247,20410,21124,20389,24010,27140,27250,347650,142232,136379,167517,131637
2000-05-26,20512,21890,18879,18879,19920,23571,26944,27122,151270,142762,142400,158594,132330
2000-05-27,20512,21890,18879,18879,19920,23571,26944,27122,151270,142762,142400,158594,132330
2000-05-28,20512,21890,18879,18879,19920,23571,26944,27122,151270,142762,142400,158594,132330
2000-05-29,18369,18879,17552,18063,19675,23091,26742,27002,110490,151936,140265,151005,132881
2000-05-30,18471,18981,18165,18777,19451,22678,26579,26904,124370,161928,138774,149232,133506
2000-05-31,19287,20308,19083,19644,19298,22303,26396,26807,198140,186384,140544,147747,134613
2000-06-01,20206,20206,19134,19338,18940,21948,26196,26701,103340,137522,132416,144384,135029
2000-06-02,19593,20308,19083,19389,19042,21642,26045,26573,154010,138070,133706,143553,135445
2000-06-03,19593,20308,19083,19389,19042,21642,26045,26573,154010,138070,133706,143553,135445
2000-06-04,19593,20308,19083,19389,19042,21642,26045,26573,154010,138070,133706,143553,135445
2000-06-05,20002,20920,19593,20410,19512,21384,25910,26471,207190,157410,134696,143875,136630
2000-06-06,20002,20920,19593,20410,19512,21384,25910,26471,207190,157410,134696,143875,136630
2000-06-07,20410,22451,20410,21532,20063,21183,25774,26391,250670,182670,142402,144100,138032
2000-06-08,21839,21941,19798,20002,20134,20874,25631,26313,201800,183402,143677,144968,138695
2000-06-09,20206,21022,20002,20614,20389,20604,25507,26271,144170,191568,146521,143271,139326
2000-06-10,20206,21022,20002,20614,20389,20604,25507,26271,144170,191568,146521,143271,139326
2000-06-11,20206,21022,20002,20614,20389,20604,25507,26271,144170,191568,146521,143271,139326
2000-06-12,20716,23063,20614,22043,20920,20481,25337,26232,320550,224876,157256,142087,140502
2000-06-13,21941,21941,20614,20920,21022,20344,25104,26150,109400,205318,158160,132216,140233
2000-06-14,21277,21430,20104,20665,20849,20193,24921,26051,74480,170080,159720,129206,139737
2000-06-15,20104,20155,18675,19389,20726,20091,24734,25928,79750,145670,158873,127094,139210
2000-06-16,18573,19338,18573,18879,20379,20025,24571,25813,54870,127810,149783,125677,138587
2000-06-17,18573,19338,18573,18879,20379,20025,24571,25813,54870,127810,149783,125677,138587
2000-06-18,18573,19338,18573,18879,20379,20025,24571,25813,54870,127810,149783,125677,138587
2000-06-19,18369,19287,18369,18777,19726,19902,24423,25699,73390,78378,146022,124823,138689
2000-06-20,18777,19542,18471,18981,19338,19887,24264,25593,75260,71550,146554,123847,138890
2000-06-21,18981,19900,18573,18930,18991,19838,24134,25498,151790,87012,150423,124490,139560
2000-06-22,19389,19798,18675,18930,18900,19764,23993,25422,76090,86280,150434,124150,139632
2000-06-23,18930,19185,18573,18828,18889,19650,23846,25346,51820,85670,135643,123352,139455
2000-06-24,18930,19185,18573,18828,18889,19650,23846,25346,51820,85670,135643,123352,139455
2000-06-25,18930,19185,18573,18828,18889,19650,23846,25346,51820,85670,135643,123352,139455
2000-06-26,19032,19542,18879,19185,18971,19665,23688,25278,57850,82562,130972,121269,139470
2000-06-27,19593,21226,19236,21226,19420,19823,23560,25216,242630,116036,137579,123700,140892
2000-06-28,21430,21634,20665,21328,19900,19951,23422,25175,192700,124218,140995,124916,141725
2000-06-29,21430,22349,20920,21328,20379,20035,23305,25103,149300,138860,138553,126042,141533
2000-06-30,21226,21788,21022,21328,20879,20134,23184,25053,72840,143064,137028,125948,141465
2000-07-01,21226,21788,21022,21328,20879,20134,23184,25053,72840,143064,137028,125948,141465
2000-07-02,21226,21788,21022,21328,20879,20134,23184,25053,72840,143064,137028,125948,141465
2000-07-03,21634,23420,21634,21941,21430,20262,23065,25007,250450,181584,141850,128915,142637
2000-07-04,22757,24288,22145,23880,21961,20435,23002,24990,381700,209398,150576,134231,145297
2000-07-05,24084,27043,22706,25920,22879,20655,22963,24985,408470,252552,158466,140277,148346
2000-07-06,25767,28064,25002,27655,24145,21037,22975,24997,442740,311240,170513,146996,151645
2000-07-07,29084,29084,26635,27094,25298,21361,22982,25006,346430,365958,180626,151130,153880
2000-07-08,29084,29084,26635,27094,25298,21361,22982,25006,346430,365958,180626,151130,153880
2000-07-09,29084,29084,26635,27094,25298,21361,22982,25006,346430,365958,180626,151130,153880
2000-07-10,27094,27604,25308,25614,26033,21540,22951,24999,190850,354038,174141,152447,154341
2000-07-11,25614,27043,25614,26125,26482,21800,22924,25011,227350,323168,180038,154561,155667
2000-07-12,26125,28268,26023,27961,26890,22165,22930,25029,245730,290620,188601,157497,156528
2000-07-13,27961,28574,27043,28064,26972,22599,22930,25051,142910,230654,191759,158694,157049
2000-07-14,28574,28574,26227,26533,26859,22981,22955,25055,114740,184316,194752,158945,155811
2000-07-15,28574,28574,26227,26533,26859,22981,22955,25055,114740,184316,194752,158945,155811
2000-07-16,28574,28574,26227,26533,26859,22981,22955,25055,114740,184316,194752,158945,155811
2000-07-17,28574,28574,26227,26533,26859,22981,22955,25055,114740,184316,194752,158945,155811
2000-07-18,26533,26533,24186,25410,26819,23313,22950,25062,121700,170486,197168,158922,155936
2000-07-19,24645,25002,23471,24492,26492,23589,22899,25069,93760,143768,198093,158187,156078
2000-07-20,23880,25002,22961,25002,25900,23892,22839,25084,43980,103418,192702,156399,155677
2000-07-21,25410,25410,24186,25002,25288,24196,22777,25097,76840,90204,192740,155064,155810
2000-07-22,25410,25410,24186,25002,25288,24196,22777,25097,76840,90204,192740,155064,155810
2000-07-23,25410,25410,24186,25002,25288,24196,22777,25097,76840,90204,192740,155064,155810
2000-07-24,24288,24594,23624,23777,24737,24443,22701,25111,51690,77594,192733,154918,155792
2000-07-25,23777,25410,23522,24798,24614,24724,22653,25132,62840,65822,192983,155451,155649
2000-07-26,24288,25818,23982,25512,24818,24938,22618,25147,80800,63230,184891,154245,155066
2000-07-27,26329,26329,25053,25614,24941,25153,22594,25140,37890,62012,177151,152306,152696
2000-07-28,25308,25920,23982,23982,24737,25285,22541,25122,55140,57672,172443,150513,152477
2000-07-29,25308,25920,23982,23982,24737,25285,22541,25122,55140,57672,172443,150513,152477
2000-07-30,25308,25920,23982,23982,24737,25285,22541,25122,55140,57672,172443,150513,152477
2000-07-31,23522,24492,23522,24237,24829,25431,22504,25106,28700,53074,170236,146560,151670
2000-08-01,24237,24390,23880,24033,24675,25535,22480,25082,38750,48256,159651,145069,151163
2000-08-02,23880,24390,23777,23777,24329,25530,22450,25058,36420,39380,142387,142553,150463
2000-08-03,24186,24186,22961,23216,23849,25395,22411,25031,51850,42172,124556,141808,150014
2000-08-04,22706,23165,21941,22043,23461,25114,22342,24996,46500,40444,104744,139644,149597
2000-08-05,22706,23165,21941,22043,23461,25114,22342,24996,46500,40444,104744,139644,149597
2000-08-06,22706,23165,21941,22043,23461,25114,22342,24996,46500,40444,104744,139644,149597
2000-08-07,21532,21532,20716,20818,22777,24801,22255,24958,41150,42934,89480,138875,149276
2000-08-08,20410,21736,20410,20920,22155,24566,22196,24928,62780,47740,83076,138157,149191
2000-08-09,20512,21941,20512,21430,21685,24331,22158,24907,67030,53862,75060,137753,149047
2000-08-10,21430,22859,20716,22859,21614,24076,22145,24902,104540,64400,68001,138774,149539
2000-08-11,21583,22757,21481,22043,21614,23775,22155,24888,69250,68950,64318,138316,149536
2000-08-12,21583,22757,21481,22043,21614,23775,22155,24888,69250,68950,64318,138316,149536
2000-08-13,21583,22757,21481,22043,21614,23775,22155,24888,69250,68950,64318,138316,149536
2000-08-14,23471,23471,22298,22451,21941,23571,22192,24868,96030,79926,63382,135972,149777
2000-08-15,23471,23471,22298,22451,21941,23571,22192,24868,96030,79926,63382,135972,149777
2000-08-16,22451,23573,22451,23267,22410,23464,22226,24857,57430,78856,60169,134453,149877
2000-08-17,22910,23267,22247,22910,22706,23385,22287,24832,46080,74666,57785,134144,149585
2000-08-18,22502,23369,22502,22961,22726,23283,22338,24821,41060,61970,57639,133588,149626
2000-08-19,22502,23369,22502,22961,22726,23283,22338,24821,41060,61970,57639,133588,149626
2000-08-20,22502,23369,22502,22961,22726,23283,22338,24821,41060,61970,57639,133588,149626
2000-08-21,23216,23369,22247,22298,22777,23147,22369,24801,46660,57452,56130,133101,149608
2000-08-22,22247,22859,22145,22400,22767,23078,22390,24765,36170,45480,55354,127910,147713
2000-08-23,22400,23012,21634,22196,22553,22948,22446,24695,39620,41918,54193,126049,142321
2000-08-24,22043,22247,21277,21634,22298,22754,22505,24624,45520,41806,52429,124966,137986
2000-08-25,21634,21941,21022,21890,22083,22568,22557,24568,21000,37794,51584,123243,136237
2000-08-26,21634,21941,21022,21890,22083,22568,22557,24568,21000,37794,51584,123243,136237
2000-08-27,21634,21941,21022,21890,22083,22568,22557,24568,21000,37794,51584,123243,136237
2000-08-28,22094,22451,21890,22094,22043,22474,22598,24497,27590,33980,50207,120401,134074
2000-08-29,21839,22451,21634,22196,22002,22372,22646,24421,15930,29932,49568,118944,131664
2000-08-30,21941,22145,21736,21839,21930,22262,22686,24366,18930,25794,48577,116693,130123
2000-08-31,21736,21839,20920,21532,21910,22150,22705,24308,36990,24088,48606,113856,128865
2000-09-01,21328,21941,21277,21430,21818,22060,22703,24239,18170,23522,46922,109981,127041
2000-09-02,21328,21941,21277,21430,21818,22060,22703,24239,18170,23522,46922,109981,127041
2000-09-03,21328,21941,21277,21430,21818,22060,22703,24239,18170,23522,46922,109981,127041
2000-09-04,21226,21941,21226,21839,21767,22050,22734,24183,28290,23662,46011,107089,126028
2000-09-05,21532,22757,21532,22451,21818,22132,22765,24136,42340,28944,46071,105392,124332
2000-09-06,22196,22655,22043,22043,21859,22188,22765,24051,25500,30258,44207,100474,121281
2000-09-07,21532,21941,20920,21839,21920,22208,22780,23942,42160,31292,42963,99354,115785
2000-09-08,21226,22655,21022,21430,21920,22137,22793,23857,37650,35188,39619,98740,113973
2000-09-09,21226,22655,21022,21430,21920,22137,22793,23857,37650,35188,39619,98740,113973
2000-09-10,21226,22655,21022,21430,21920,22137,22793,23857,37650,35188,39619,98740,113973
2000-09-11,21226,22655,21022,21430,21920,22137,22793,23857,37650,35188,39619,98740,113973
2000-09-12,21226,22655,21022,21430,21920,22137,22793,23857,37650,35188,39619,98740,113973
2000-09-13,21226,22655,21022,21430,21920,22137,22793,23857,37650,35188,39619,98740,113973
2000-09-14,20716,21226,19644,20818,21716,22076,22816,23775,88400,47210,40576,98884,112989
2000-09-15,21022,21226,20155,20410,21308,21974,22842,23706,31550,45052,37352,98495,112086
2000-09-16,21022,21226,20155,20410,21308,21974,22842,23706,31550,45052,37352,98495,112086
2000-09-17,21022,21226,20155,20410,21308,21974,22842,23706,31550,45052,37352,98495,112086
2000-09-18,19900,19900,18369,19338,20767,21777,22851,23637,43580,48668,36660,97999,111411
2000-09-19,18675,19849,18675,19185,20236,21591,22855,23559,32180,46672,35965,97281,110564
2000-09-20,19083,20512,18981,20308,20012,21458,22878,23506,50290,49200,36426,95589,110039
2000-09-21,19900,19900,19083,19849,19818,21336,22893,23443,41130,39746,36150,95006,109578
2000-09-22,19236,19900,18369,19900,19716,21211,22911,23379,43850,42206,36534,94873,109113
2000-09-23,19236,19900,18369,19900,19716,21211,22911,23379,43850,42206,36534,94873,109113
2000-09-24,19236,19900,18369,19900,19716,21211,22911,23379,43850,42206,36534,94873,109113
2000-09-25,19389,20716,19032,20410,19930,21122,22931,23310,30750,39640,36090,94422,107845
2000-09-26,19900,20410,19747,19798,20053,21030,22907,23234,25140,38232,35071,90797,107248
2000-09-27,20002,20920,19491,20716,20134,20971,22897,23160,40280,36230,36035,88257,106586
2000-09-28,20920,20920,20104,20308,20226,20882,22880,23092,15080,31020,35410,86020,106031
2000-09-29,20512,20818,19900,20614,20369,20803,22868,23026,42130,30676,36720,85508,105728
2000-09-30,20512,20818,19900,20614,20369,20803,22868,23026,42130,30676,36720,85508,105728
2000-10-01,20512,20818,19900,20614,20369,20803,22868,23026,42130,30676,36720,85508,105728
2000-10-02,20461,20665,20053,20155,20318,20719,22839,22952,23210,29168,36934,81720,105318
2000-10-03,20461,20665,20053,20155,20318,20719,22839,22952,23210,29168,36934,81720,105318
2000-10-04,19491,20614,19491,20614,20481,20673,22784,22893,15870,27314,35878,75623,104927
2000-10-05,21022,21124,20206,20257,20389,20614,22690,22826,42680,27794,37103,69527,104902
2000-10-06,20257,20410,18981,19185,20165,20481,22549,22762,193570,63492,45367,65374,106185
2000-10-07,20257,20410,18981,19185,20165,20481,22549,22762,193570,63492,45367,65374,106185
2000-10-08,20257,20410,18981,19185,20165,20481,22549,22762,193570,63492,45367,65374,106185
2000-10-09,19185,19287,18165,18165,19675,20267,22400,22691,109580,76982,48729,61426,106278
2000-10-10,17655,18624,17655,18573,19359,20093,22282,22617,103430,93026,52626,59969,106208
2000-10-11,17808,18216,17552,17706,18777,19887,22142,22533,28270,95506,51931,56651,105606
2000-10-12,17450,18063,16328,16328,17991,19632,21948,22439,119480,110866,56023,54547,106022
2000-10-13,16022,16328,14491,15307,17216,19356,21736,22333,120920,96336,57649,54181,106438
2000-10-14,16022,16328,14491,15307,17216,19356,21736,22333,120920,96336,57649,54181,106438
2000-10-15,16022,16328,14491,15307,17216,19356,21736,22333,120920,96336,57649,54181,106438
2000-10-16,16328,16328,15767,16277,16838,19150,21565,22260,175090,109438,64826,55187,107066
2000-10-17,15971,16583,15716,16124,16348,18989,21410,22180,103930,109538,67843,54890,106906
2000-10-18,15818,16430,15307,16124,16032,18836,21270,22085,134950,130874,72982,55577,106882
2000-10-19,16226,17093,16124,16532,16073,18647,21129,21984,193140,145606,80124,58063,107231
2000-10-20,17348,17348,16481,16634,16338,18486,20990,21884,105080,142438,83322,58534,106799
2000-10-21,17348,17348,16481,16634,16338,18486,20990,21884,105080,142438,83322,58534,106799
2000-10-22,17348,17348,16481,16634,16338,18486,20990,21884,105080,142438,83322,58534,106799
2000-10-23,16634,17859,16430,17297,16542,18356,20882,21791,160830,139586,89171,60353,107635
2000-10-24,17348,17859,16787,17246,16767,18198,20756,21705,136940,146188,94480,61588,108519
2000-10-25,17093,17093,16124,16226,16787,18019,20601,21609,219980,163194,104222,63907,109076
2000-10-26,15920,16991,15818,16532,16787,17810,20450,21522,137740,152114,109095,65571,108939
2000-10-27,16991,17603,16736,17501,16961,17670,20342,21441,101210,151340,113402,66339,108426
2000-10-28,16991,17603,16736,17501,16961,17670,20342,21441,101210,151340,113402,66339,108426
2000-10-29,16991,17603,16736,17501,16961,17670,20342,21441,101210,151340,113402,66339,108426
